index,file,obj_id,class,xmax,xmin,ymax,ymin
12583,2008_005652,4,sofa,380,1,179,20
12587,2009_000342,2,sofa,339,1,165,1
12588,2008_008376,0,bird,295,82,262,141
12589,2008_008376,1,bird,500,317,328,94
12593,2008_001420,4,person,318,265,179,26
12599,2008_008362,10,person,445,349,375,159
12611,2007_005828,0,aeroplane,443,86,210,62
12614,2008_008404,0,bird,335,38,500,94
12620,2009_000418,0,sofa,350,1,429,209
12621,2009_000418,1,person,334,27,429,130
12622,2009_000418,2,sofa,500,451,429,242
12623,2008_006401,0,aeroplane,455,51,225,89
12624,2008_006401,1,aeroplane,500,482,153,144
12625,2008_001408,0,person,337,242,375,173
12626,2008_000716,0,aeroplane,277,5,175,82
12627,2008_000716,1,aeroplane,483,298,182,116
12629,2009_002569,0,person,385,170,315,137
12631,2009_003677,2,bird,261,243,318,293
12637,2009_004118,5,person,173,103,137,66
12641,2008_000064,0,aeroplane,375,1,461,152
12643,2008_002673,0,aeroplane,440,228,231,140
12644,2008_002673,1,aeroplane,262,18,237,132
12645,2008_002673,2,aeroplane,500,435,213,177
12655,2007_003530,0,sofa,363,2,375,191
12659,2008_002698,0,aeroplane,281,156,244,178
12661,2010_005028,0,bird,268,216,183,138
12668,2010_005996,5,person,46,23,157,128
12674,2008_005685,0,aeroplane,500,1,333,39
12675,2010_000622,0,aeroplane,360,9,254,132
12684,2011_001632,3,person,416,156,375,6
12691,2009_004865,0,person,375,240,500,99
12694,2010_001272,4,person,48,29,200,172
12695,2010_001514,2,sofa,266,1,133,1
12700,2011_000276,0,aeroplane,500,1,313,39
12713,2010_000178,3,sofa,247,114,328,217
12733,2008_007928,3,sofa,500,47,375,138
12738,2008_007096,0,aeroplane,468,48,316,171
12739,2008_007096,1,aeroplane,481,416,152,132
12741,2009_003840,0,person,201,9,375,185
12766,2010_002019,0,aeroplane,433,56,227,106
12767,2010_005776,0,aeroplane,440,1,219,72
12771,2010_006519,2,person,199,56,333,113
12779,2012_000056,0,person,63,1,375,84
12780,2008_007733,0,sofa,500,66,372,143
12784,2009_004652,0,bird,164,42,253,110
12791,2011_006824,0,person,292,71,400,162
12794,2009_003883,0,aeroplane,459,5,266,136
12796,2010_004483,0,bird,449,99,281,47
12803,2010_000197,0,bird,231,13,500,326
12804,2010_000197,1,bird,250,41,169,28
12808,2009_003129,1,sofa,478,2,333,2
12814,2011_001811,1,sofa,422,56,200,1
12824,2008_006377,1,person,500,17,375,1
12825,2009_003667,0,aeroplane,491,23,298,43
12827,2009_004108,0,aeroplane,465,26,221,85
12828,2009_005216,0,person,91,26,264,72
12836,2008_004574,7,person,194,119,307,80
12847,2008_001183,1,person,500,449,200,139
12855,2011_001434,0,aeroplane,500,1,321,7
12867,2011_007051,0,person,500,1,333,26
12882,2011_002129,0,person,312,127,359,73
12883,2008_001829,0,bird,263,88,238,72
12889,2008_001801,0,aeroplane,389,1,234,119
12890,2008_001801,1,aeroplane,500,317,206,145
12895,2011_000070,0,sofa,493,3,354,34
12899,2009_002960,5,person,500,484,97,67
12901,2010_000418,0,aeroplane,489,11,217,100
12902,2007_002400,0,bird,305,2,499,27
12906,2010_002569,0,bird,259,158,249,123
12908,2010_004118,0,aeroplane,62,1,193,107
12909,2010_004118,1,aeroplane,495,8,218,74
12915,2011_002673,0,aeroplane,461,40,270,85
12921,2010_006096,0,person,460,395,336,170
12923,2009_003459,0,sofa,333,204,383,245
12925,2012_002443,0,person,441,407,305,205
12951,2008_003743,0,aeroplane,472,93,298,137
12963,2008_003025,11,person,231,221,267,245
12966,2008_003025,14,person,50,41,266,243
12968,2009_004322,0,sofa,375,71,500,119
12970,2010_006082,0,aeroplane,500,132,259,118
12975,2012_000268,0,person,315,64,279,3
12977,2012_003761,0,person,274,48,409,48
12982,2010_003878,3,person,319,255,260,180
12983,2011_002868,0,bird,369,119,239,82
12998,2010_001896,1,sofa,500,1,375,38
13004,2008_001791,5,person,187,178,354,319
13006,2012_001943,0,person,274,138,311,122
13007,2010_005428,0,bird,75,17,124,85
13008,2010_005428,1,bird,255,66,248,30
13009,2010_005428,2,bird,438,219,248,15
13010,2011_002049,2,person,239,171,434,269
13011,2008_007486,1,bird,200,1,338,177
13029,2010_000222,0,bird,265,66,354,52
13031,2008_006954,0,bird,500,1,196,1
13043,2012_002286,0,person,289,198,272,158
13046,2008_004825,0,bird,488,91,303,27
13048,2007_002212,0,bird,459,42,247,72
13051,2011_002075,1,person,343,3,375,30
13054,2007_000363,0,bird,220,59,239,15
13055,2007_000363,1,bird,500,161,333,122
13056,2010_003717,0,sofa,498,34,242,1
13057,2007_009435,1,sofa,252,1,328,138
13062,2008_004819,0,aeroplane,492,1,272,100
13065,2008_004819,3,person,185,137,280,227
13068,2007_003118,0,bird,286,207,108,21
13069,2007_003118,1,bird,461,361,220,153
13070,2007_003118,2,bird,373,298,248,174
13076,2008_005534,0,bird,240,119,191,94
13077,2008_005534,1,bird,348,221,300,180
13079,2011_000845,0,aeroplane,332,2,500,19
13082,2009_004524,1,bird,393,350,117,86
13092,2008_001020,0,bird,243,53,274,77
13096,2008_006997,0,bird,283,235,272,214
13097,2008_006997,1,bird,153,135,275,229
13098,2008_006997,2,bird,18,1,301,269
13099,2008_006997,3,bird,37,20,301,269
13100,2008_006997,4,bird,60,8,201,163
13101,2011_000851,0,person,248,55,500,235
13105,2011_000689,0,sofa,373,108,436,245
13112,2008_008004,0,aeroplane,474,31,258,107
13138,2008_006773,1,sofa,275,37,375,235
13139,2008_006773,2,sofa,500,304,375,276
13143,2009_001312,0,aeroplane,471,19,270,74
13147,2012_002279,1,person,188,115,121,32
13153,2010_004252,0,bird,397,14,393,43
13182,2009_001851,0,aeroplane,465,38,264,107
13184,2008_007848,0,bird,177,91,273,216
13185,2008_007690,0,aeroplane,231,96,87,35
13196,2010_005170,3,person,259,201,302,170
13197,2010_005170,4,sofa,175,2,247,173
13200,2009_004901,0,sofa,344,73,212,150
13217,2008_005905,0,aeroplane,175,133,143,109
13218,2008_000128,0,sofa,500,11,375,29
13222,2008_008574,0,sofa,500,1,207,32
13224,2011_001959,0,bird,287,222,200,140
13226,2009_002431,0,bird,388,186,218,75
13227,2011_006788,0,person,455,318,332,101
13231,2008_001550,2,sofa,290,1,366,2
13234,2008_008206,0,sofa,97,1,325,216
13235,2008_008206,1,sofa,500,359,325,226
13238,2009_002425,2,person,417,365,159,70
13247,2008_008560,0,sofa,500,159,375,189
13249,2011_003182,0,sofa,500,1,375,22
13257,2012_001200,0,person,277,213,189,122
13263,2012_001566,4,person,259,166,217,85
13266,2009_003713,0,bird,355,177,247,104
13267,2010_000961,0,bird,258,130,320,132
13272,2008_005078,0,aeroplane,492,1,286,32
13276,2012_003403,0,person,152,133,142,104
13285,2008_006216,0,aeroplane,464,234,214,83
13298,2008_006570,2,person,375,249,482,169
13301,2009_001677,13,person,335,180,348,16
13302,2010_002811,1,sofa,500,30,333,173
13303,2008_006564,0,aeroplane,306,121,212,166
13304,2008_006564,1,aeroplane,326,1,334,207
13327,2008_002064,0,bird,328,173,285,176
13335,2010_002193,3,sofa,198,1,313,129
13336,2008_000883,0,aeroplane,500,1,342,1
13346,2012_001229,2,person,383,306,103,40
13347,2011_001794,0,sofa,373,226,357,222
13359,2010_002839,0,bird,188,131,254,175
13361,2011_005280,0,person,113,78,376,315
13363,2008_007120,0,bird,368,253,327,36
13364,2010_005830,0,sofa,381,109,452,232
13377,2010_005603,0,bird,330,147,368,75
13378,2011_002504,0,aeroplane,374,213,221,132
13379,2011_000475,0,sofa,495,7,338,78
13409,2010_004521,0,bird,227,94,493,60
13412,2011_001031,0,sofa,421,317,312,194
13415,2008_004398,0,sofa,249,1,328,139
13427,2009_001850,0,aeroplane,493,50,170,73
13429,2011_003154,0,aeroplane,468,27,281,123
13430,2008_005092,0,bird,435,120,327,26
13459,2008_004165,0,aeroplane,440,41,244,107
13467,2008_006014,1,person,272,251,188,169
13473,2008_000465,0,sofa,143,61,220,155
13474,2008_000465,1,sofa,355,217,215,130
13475,2008_000465,2,sofa,435,148,333,220
13476,2008_000465,3,sofa,485,353,242,161
13477,2009_001313,2,sofa,367,162,246,151
13480,2007_001901,4,sofa,173,4,497,284
13481,2008_006000,0,bird,312,203,231,127
13482,2008_006000,1,bird,415,326,144,48
13483,2008_006000,2,bird,394,359,277,162
13485,2010_001868,0,bird,358,202,239,109
13497,2012_001003,0,person,420,214,320,40
13503,2008_005247,2,sofa,500,1,375,82
13504,2012_002522,0,person,331,11,498,19
13505,2011_000850,0,bird,447,112,375,57
13509,2010_005398,0,sofa,323,1,375,225
13515,2010_004938,0,aeroplane,476,36,245,145
13516,2010_004938,1,aeroplane,500,484,230,216
13517,2010_004938,2,aeroplane,312,239,237,220
13528,2008_005521,0,bird,63,15,288,231
13529,2008_005521,1,bird,59,11,246,181
13530,2008_005521,2,bird,129,83,237,191
13531,2008_005521,3,bird,284,218,230,164
13532,2008_005521,4,bird,386,326,188,113
13533,2008_005521,5,bird,399,355,162,101
13537,2008_003144,3,person,173,123,375,235
13540,2008_003144,6,person,384,367,327,256
13549,2008_005253,0,aeroplane,500,1,278,84
13558,2010_002408,3,person,181,150,60,1
13569,2010_003716,0,aeroplane,500,1,229,102
13575,2011_006560,0,person,299,140,333,60
13581,2011_002074,6,person,227,164,206,101
13586,2011_002074,11,person,286,268,48,24
13619,2011_001541,0,aeroplane,202,23,174,105
13620,2011_001541,1,aeroplane,475,162,207,98
13626,2009_000958,0,bird,439,238,270,97
13628,2009_001501,0,aeroplane,482,22,262,88
13631,2008_000277,2,person,214,1,258,18
13654,2008_004763,0,bird,309,290,159,142
13669,2012_001639,0,person,500,175,375,167
13671,2008_005455,0,aeroplane,464,32,219,95
13673,2009_004323,1,person,358,215,301,72
13675,2012_002330,0,person,361,300,304,173
13678,2009_002752,0,aeroplane,322,1,162,59
13679,2009_002752,1,aeroplane,463,59,254,125
13684,2011_002841,1,person,477,432,94,33
13685,2009_000151,0,bird,333,231,248,189
13690,2009_000637,6,person,356,332,429,376
13698,2007_006698,0,person,495,245,375,1
13723,2011_002114,0,aeroplane,486,3,301,49
13724,2010_005213,0,aeroplane,403,52,215,113
13733,2011_004217,0,person,416,313,284,103
13734,2011_002100,0,bird,324,139,209,25
13736,2007_009554,2,sofa,500,380,364,206
13740,2010_001061,0,bird,303,115,277,48
13754,2011_001421,0,bird,257,155,375,152
13756,2009_002791,0,bird,268,111,392,83
13760,2010_004657,0,bird,352,200,195,101
13762,2008_007281,1,sofa,261,62,341,149
13767,2009_004492,0,aeroplane,500,1,277,58
13768,2009_004492,1,aeroplane,456,396,58,1
13773,2010_004125,3,sofa,481,228,310,189
13774,2010_004125,5,person,147,21,351,35
13776,2010_003892,1,person,377,347,135,100
13781,2012_001407,0,person,423,376,314,235
13789,2010_000814,0,bird,273,1,500,62
13790,2010_000814,1,bird,375,210,500,176
13804,2008_001419,2,person,317,225,336,205
13806,2008_006376,0,bird,193,30,287,73
13807,2008_006376,1,bird,471,271,309,99
13808,2010_005978,0,aeroplane,470,2,282,128
13811,2009_003896,0,aeroplane,242,130,296,216
13815,2008_002138,0,aeroplane,423,1,241,99
13820,2008_008373,0,aeroplane,497,6,224,106
13836,2010_000196,1,aeroplane,500,25,335,1
13839,2009_004653,0,aeroplane,221,20,215,159
13850,2009_000435,0,bird,194,61,446,49
13852,2008_003232,0,bird,467,199,408,94
13854,2011_001192,0,sofa,500,184,375,141
13861,2011_002470,0,aeroplane,498,10,247,113
13862,2012_000902,0,person,246,137,290,16
13876,2008_000908,5,person,109,92,156,100
13886,2010_000169,0,bird,459,335,214,46
13890,2010_006518,0,person,240,201,305,198
13891,2010_001277,0,sofa,304,17,307,164
13894,2010_005005,0,person,246,1,374,59
13897,2010_003474,0,aeroplane,483,13,246,124
13898,2011_002464,3,bird,340,298,72,13
13899,2007_009030,0,aeroplane,421,2,317,81
13908,2010_001505,0,aeroplane,500,1,306,41
13910,2010_005993,2,bird,318,260,143,72
13924,2011_003034,0,aeroplane,500,1,292,71
13930,2011_003020,4,person,321,305,322,285
13933,2008_001380,0,aeroplane,423,66,155,18
13935,2010_004327,2,sofa,500,1,378,1
13940,2011_002458,0,bird,394,185,262,177
13946,2008_006389,0,sofa,500,1,375,1
13953,2010_002740,0,bird,289,1,499,22
13954,2009_004686,0,bird,357,1,334,58
13955,2008_002847,0,bird,500,348,188,10
13956,2008_002847,1,bird,425,268,245,66
13957,2008_002847,2,bird,408,250,259,151
13958,2008_002847,3,bird,380,209,369,263
13959,2008_002847,4,bird,242,167,357,159
13960,2008_002847,5,bird,152,97,319,205
13961,2008_002847,6,bird,99,1,375,230
13971,2010_005991,2,sofa,391,1,500,114
13977,2008_007095,0,aeroplane,112,33,250,229
13979,2009_003843,0,sofa,463,39,325,21
13991,2010_003304,1,person,500,258,375,1
13993,2010_003304,3,person,206,11,375,124
14002,2010_005761,0,aeroplane,327,204,185,135
14010,2008_003542,0,person,309,51,500,73
14017,2011_005484,0,person,344,243,229,1
14021,2012_002130,1,person,272,174,275,58
14028,2010_006297,0,person,468,276,375,145
14029,2011_006827,0,person,373,3,333,3
14033,2007_002198,0,aeroplane,426,118,177,106
14035,2009_005229,1,person,468,292,319,37
14036,2008_007056,0,person,415,397,375,326
14042,2008_007730,0,bird,253,78,263,145
14045,2008_004239,0,aeroplane,431,146,251,158
14051,2009_002208,0,sofa,500,128,306,159
14059,2009_000379,0,sofa,500,1,375,1
14063,2008_008359,0,aeroplane,495,5,217,89
14064,2010_000802,0,aeroplane,436,255,246,127
14068,2009_005215,1,aeroplane,464,35,219,78
14069,2008_004205,0,person,335,197,375,83
14078,2010_002542,0,aeroplane,493,3,217,108
14081,2008_001194,0,bird,375,85,458,25
14089,2010_003648,0,bird,378,196,293,81
14094,2010_006056,8,sofa,500,275,207,107
14100,2009_002977,0,bird,500,486,229,172
14101,2009_002977,1,bird,489,459,243,167
14102,2009_002977,2,bird,350,326,241,170
14103,2009_002977,3,bird,267,236,252,155
14104,2009_002977,4,bird,252,215,252,153
14105,2009_002977,5,bird,227,200,248,202
14106,2009_002977,6,bird,222,183,249,174
14107,2009_002977,7,bird,164,108,262,181
14108,2009_002977,8,bird,144,122,225,161
14111,2008_001816,2,sofa,500,1,334,2
14122,2007_002403,1,bird,407,373,226,182
14124,2009_000812,0,bird,280,244,196,152
14148,2008_001631,10,person,127,114,129,88
14155,2012_004025,0,person,205,137,426,201
14168,2011_000932,7,person,299,240,229,57
14169,2011_000932,8,person,321,274,227,68
14180,2009_002744,1,person,126,76,186,37
14185,2008_005443,0,aeroplane,393,63,332,61
14204,2012_002468,0,person,185,40,300,49
14206,2008_000275,1,person,202,184,272,190
14211,2008_008629,3,person,152,108,113,1
14214,2008_006604,0,aeroplane,500,1,375,97
14215,2009_001517,0,aeroplane,497,1,375,54
14218,2008_006610,0,bird,396,368,246,191
14219,2008_006610,1,bird,311,292,217,168
14221,2009_003300,0,bird,396,236,338,46
14232,2012_000492,0,person,252,47,497,4
14241,2007_008072,6,person,154,68,212,99
14245,2007_007341,2,aeroplane,448,65,239,70
14246,2010_004721,0,aeroplane,500,1,368,97
14247,2010_004721,1,aeroplane,500,361,157,89
14263,2011_001557,10,person,408,337,304,153
14273,2007_008714,0,aeroplane,479,15,293,68
14274,2009_000796,0,aeroplane,476,23,247,99
14275,2010_002436,0,bird,318,112,433,109
14285,2011_000885,6,person,130,106,189,145
14290,2011_000885,11,person,243,224,174,148
14315,2010_005365,0,aeroplane,322,78,212,141
14317,2011_000675,9,person,186,121,231,102
14320,2011_000675,12,person,366,336,221,131
14324,2011_000675,16,person,384,365,171,147
14331,2007_009422,0,bird,481,2,325,2
14336,2008_003152,1,person,433,254,362,30
14338,2008_008007,0,bird,475,258,102,1
14345,2008_001023,1,person,338,1,375,31
14346,2010_003933,0,aeroplane,500,4,284,67
14350,2008_007452,1,sofa,353,246,94,12
14351,2008_007452,2,person,309,32,500,29
14352,2010_004084,0,aeroplane,479,34,227,67
14353,2010_004084,1,aeroplane,153,1,95,23
14355,2007_003682,0,bird,406,344,198,144
14356,2007_003682,1,bird,167,34,245,151
14363,2008_006980,0,aeroplane,500,316,306,214
14369,2008_004629,1,person,118,60,214,59
14378,2009_001311,0,bird,300,173,290,137
14379,2010_004906,0,bird,274,15,328,121
14383,2008_005279,0,bird,373,270,239,87
14386,2008_006764,0,bird,480,42,471,145
14405,2008_006002,0,bird,482,227,367,257
14406,2008_006002,1,bird,213,91,212,27
14409,2011_001755,0,sofa,500,2,374,155
14411,2010_000023,0,bird,322,168,341,66
14416,2008_003393,0,sofa,375,68,491,155
14429,2007_001526,3,person,387,289,297,33
14444,2011_001027,2,person,211,48,239,120
14446,2011_001027,4,sofa,500,215,375,145
14447,2008_005090,2,person,253,97,444,224
14449,2008_005090,4,sofa,255,1,454,201
14455,2011_002248,0,aeroplane,500,1,324,1
14468,2011_000477,0,sofa,500,1,333,17
14470,2010_005167,0,aeroplane,260,36,258,133
14482,2012_000860,0,person,488,391,315,152
14487,2008_008588,0,sofa,500,1,375,133
14490,2012_002911,0,person,487,253,333,10
14504,2010_002191,0,sofa,400,127,337,203
14506,2010_002191,4,sofa,500,75,375,311
14515,2007_005797,1,person,493,320,340,125
14516,2007_005797,2,person,163,93,143,3
14523,2009_002432,0,aeroplane,489,10,215,60
14538,2009_000225,0,aeroplane,421,28,238,152
14541,2008_008211,0,bird,302,199,174,118
14545,2008_000103,0,bird,287,156,338,48
14548,2008_004403,0,person,299,1,375,41
14552,2009_003704,0,aeroplane,473,50,229,100
14555,2008_006200,0,aeroplane,419,1,243,121
14556,2008_006200,1,aeroplane,500,423,209,154
14557,2008_006200,2,aeroplane,430,351,225,203
14558,2008_006200,3,aeroplane,450,415,218,207
14563,2009_001107,0,sofa,375,154,453,83
14576,2009_003076,0,person,263,40,249,64
14584,2008_006566,0,bird,372,232,258,142
14585,2009_003711,0,sofa,333,36,328,1
14588,2008_004416,0,sofa,442,143,371,147
14589,2008_003379,1,person,264,189,187,32
14591,2008_000670,1,sofa,384,1,256,1
14592,2009_000218,0,bird,431,77,417,176
14593,2009_000218,1,bird,481,6,206,13
14596,2009_001660,0,bird,308,190,191,40
14598,2009_004718,0,sofa,500,1,375,10
14600,2011_001967,0,bird,366,23,423,22
14607,2008_002073,0,bird,386,278,248,103
14608,2009_003705,0,aeroplane,375,1,237,18
14617,2012_003367,3,person,299,257,258,171
14624,2008_005734,0,bird,288,199,121,69
14625,2008_005734,1,bird,330,227,283,151
14633,2009_002433,8,person,316,265,203,122
14640,2008_003423,0,aeroplane,500,1,275,40
14643,2009_001884,0,aeroplane,332,115,186,95
14649,2008_003437,1,person,500,279,374,74
14664,2008_001546,0,aeroplane,495,29,216,41
14665,2010_005614,0,sofa,500,1,375,84
14668,2011_000304,2,sofa,500,1,375,186
14670,2010_003503,0,bird,363,188,236,78
14678,2009_004917,0,aeroplane,496,1,269,93
14683,2010_000778,1,person,401,174,332,63
14686,2008_005907,3,aeroplane,458,24,260,136
14687,2011_000310,0,sofa,237,59,462,299
14700,2011_002507,0,sofa,312,2,245,73
14708,2007_003330,0,bird,375,268,247,96
14709,2007_003330,1,bird,238,166,146,70
14710,2008_000857,0,sofa,498,309,257,131
14711,2010_002147,0,aeroplane,490,22,289,17
14723,2010_003259,0,aeroplane,192,151,152,134
14728,2008_006598,0,bird,114,43,210,115
14729,2008_006598,1,bird,433,317,266,115
14730,2010_002621,0,bird,424,246,200,100
14731,2010_002621,1,bird,253,83,223,138
14733,2009_003088,0,bird,305,133,324,105
14741,2008_002932,0,person,333,211,375,141
14752,2009_003922,0,bird,367,211,208,81
14754,2010_000744,1,person,438,270,235,1
14760,2008_004172,0,sofa,231,1,500,318
14766,2008_000472,0,bird,315,275,149,65
14768,2008_004614,4,person,126,115,304,278
14773,2007_008932,1,person,230,139,375,92
14784,2009_000998,0,bird,301,136,305,70
14786,2008_001036,0,person,500,221,333,44
14789,2008_005250,0,aeroplane,311,243,226,197
14794,2009_000026,0,bird,383,115,362,117
14796,2009_000032,0,aeroplane,491,59,216,95
14798,2009_002625,0,aeroplane,389,30,232,81
14799,2008_005522,0,bird,251,170,316,252
14800,2008_005522,1,bird,249,193,473,381
14801,2008_005522,2,bird,138,84,316,251
14802,2012_003159,0,person,105,76,349,269
14824,2009_000967,0,aeroplane,459,1,260,68
14836,2007_006076,0,bird,209,110,337,255
14839,2011_000112,0,bird,202,69,262,208
14840,2011_000112,1,bird,410,284,277,198
14843,2011_006205,2,person,63,46,234,195
14848,2009_000973,0,sofa,402,153,316,77
14859,2009_004283,0,sofa,274,1,500,214
14864,2009_005189,0,aeroplane,487,21,214,91
14867,2008_001787,0,sofa,500,11,375,269
14884,2008_006611,6,person,497,338,343,95
14887,2009_004308,0,aeroplane,495,47,252,34
14890,2009_005016,1,person,340,171,373,75
14893,2008_004774,3,sofa,352,50,457,233
14894,2008_000512,0,bird,352,53,498,50
14895,2009_001264,0,bird,280,180,263,151
14896,2012_001606,0,person,361,5,495,25
14900,2008_008628,0,sofa,189,35,310,229
14906,2009_003315,0,bird,269,242,175,141
14908,2008_008600,0,sofa,375,1,500,201
14910,2008_007533,0,aeroplane,444,1,278,117
14919,2009_004452,0,sofa,500,390,229,162
14926,2009_004334,0,bird,210,125,104,73
14927,2009_004334,1,bird,424,192,261,85
14929,2008_003033,0,aeroplane,500,11,136,36
14934,2008_008166,0,bird,419,131,335,38
14944,2009_000146,0,bird,243,107,401,92
14954,2009_004446,0,aeroplane,500,403,42,9
14955,2009_004446,1,aeroplane,500,409,75,33
14956,2009_004446,2,aeroplane,418,146,96,12
14957,2009_004446,3,aeroplane,500,3,252,102
14960,2012_000242,0,person,126,25,374,122
14964,2009_002962,0,bird,395,73,279,28
14969,2011_000072,7,sofa,187,62,375,81
14988,2011_000700,0,person,384,251,267,48
15010,2012_000295,0,person,314,175,233,87
15015,2011_002881,5,sofa,500,190,306,138
15018,2009_003498,0,bird,377,116,302,64
15027,2009_002792,6,person,320,166,333,115
15035,2008_007282,0,sofa,407,237,338,248
15036,2008_007282,2,sofa,500,421,374,276
15040,2012_000281,0,person,306,273,270,178
15046,2008_004562,0,sofa,375,159,500,290
15055,2008_000704,1,sofa,397,136,337,173
15057,2008_000704,3,sofa,169,6,261,153
15072,2009_003671,0,sofa,281,8,268,90
15073,2009_003671,4,sofa,208,94,149,85
15084,2010_004481,0,sofa,248,106,266,50
15085,2010_004481,1,person,375,1,500,48
15092,2008_002649,2,sofa,101,1,389,144
15100,2008_008402,0,sofa,500,238,377,157
15104,2009_000422,2,sofa,221,145,283,220
15112,2009_003895,3,sofa,500,364,149,36
15119,2008_007043,0,sofa,471,46,375,163
15122,2010_005953,0,aeroplane,397,46,211,89
15123,2010_005953,1,aeroplane,500,136,332,235
15128,2007_004517,0,person,355,2,500,98
15137,2008_007902,2,person,449,440,132,104
15142,2012_002870,1,person,225,214,180,166
15144,2011_000264,0,person,391,214,368,42
15146,2008_005873,0,aeroplane,205,132,235,197
15147,2008_005873,1,aeroplane,126,60,235,200
15148,2010_003305,2,sofa,437,1,333,1
15153,2009_000393,0,bird,232,82,301,194
15163,2008_002852,1,person,243,144,500,128
15169,2011_001620,1,sofa,375,34,500,141
15172,2008_003580,0,bird,361,181,375,37
15173,2008_003580,1,bird,442,338,59,24
15174,2008_003580,2,bird,191,32,356,199
15175,2008_003580,3,bird,50,1,358,288
15176,2008_003580,4,bird,183,164,149,125
15177,2008_003580,5,bird,332,302,107,89
15178,2009_004687,0,sofa,195,1,372,160
15180,2009_001927,0,aeroplane,292,244,192,113
15181,2011_003037,0,person,206,45,444,28
15185,2010_005748,1,person,266,187,171,23
15186,2009_000387,0,aeroplane,487,51,273,128
15194,2008_004589,0,bird,253,184,90,45
15195,2008_004589,1,bird,307,278,92,73
15198,2011_000565,0,sofa,498,176,299,105
15200,2011_000203,0,person,381,318,375,124
15201,2011_002414,1,sofa,500,1,365,126
15202,2010_003362,0,bird,500,112,375,82
15203,2007_006373,0,sofa,374,235,500,371
15207,2007_001408,3,person,333,210,108,1
15209,2010_004419,0,aeroplane,486,1,318,144
15210,2009_003819,0,sofa,490,157,375,213
15216,2011_006100,0,person,216,144,270,68
15224,2011_001647,0,aeroplane,498,1,375,87
15228,2010_004357,0,aeroplane,450,57,221,73
15229,2009_001940,0,aeroplane,484,52,257,101
15231,2009_001940,2,person,500,254,375,154
15232,2009_001940,3,person,185,1,375,189
15235,2010_005049,2,sofa,276,1,375,103
15236,2009_000486,0,bird,58,32,78,62
15237,2009_000486,1,bird,70,35,70,55
15238,2009_000486,2,bird,131,103,105,88
15239,2009_000486,3,bird,207,174,108,87
15240,2009_000486,4,bird,251,222,139,123
15241,2009_000486,5,bird,264,234,135,115
15242,2009_000486,6,bird,341,312,143,117
15243,2009_000486,7,bird,414,383,99,78
15244,2009_000486,8,bird,378,343,75,57
15245,2009_000486,9,bird,341,307,109,93
15251,2010_004431,1,bird,261,180,116,72
15252,2010_004431,2,bird,291,208,100,60
15253,2010_004431,3,bird,336,255,93,59
15254,2011_005347,0,person,243,187,255,90
15255,2011_005347,1,person,396,338,245,79
15264,2007_009068,0,sofa,500,344,375,205
15267,2010_004425,1,sofa,500,1,375,1
15268,2011_003044,2,sofa,457,174,289,93
15271,2008_005182,0,bird,475,259,193,22
15300,2008_001333,0,sofa,375,86,201,1
15301,2008_001333,1,person,367,1,500,30
15306,2008_008471,0,aeroplane,288,241,314,295
15307,2008_003524,0,bird,392,115,313,80
15313,2010_000694,4,sofa,214,1,165,1
15316,2012_000741,0,person,252,192,307,172
15324,2008_000987,1,person,335,249,269,64
15330,2008_005627,0,sofa,271,1,204,1
15352,2007_006171,1,sofa,295,1,221,48
15353,2007_006171,2,sofa,500,251,181,103
15356,2011_002616,0,bird,104,75,352,329
15357,2010_005511,0,bird,213,132,477,357
15358,2010_005511,1,bird,307,2,490,133
15359,2010_005511,2,bird,297,200,493,46
15360,2010_005511,3,bird,205,33,200,110
15368,2011_000767,1,person,211,166,268,216
15379,2010_003612,3,person,107,94,148,106
15382,2010_003612,6,person,321,261,149,66
15387,2010_001763,0,sofa,464,7,310,40
15388,2010_003174,1,sofa,375,2,500,60
15395,2010_002242,0,bird,384,156,196,75
15396,2010_002242,1,bird,418,190,239,111
15397,2008_001694,2,sofa,408,115,270,162
15406,2011_001451,2,sofa,500,288,328,87
15412,2010_001039,0,aeroplane,500,25,270,57
15414,2009_003399,0,bird,347,104,313,127
15434,2008_002389,0,bird,460,1,373,9
15447,2008_002362,2,sofa,500,389,253,179
15451,2007_008821,3,sofa,500,39,374,250
15453,2009_001565,0,bird,451,58,233,70
15461,2009_003372,0,aeroplane,500,9,229,62
15462,2008_004075,0,bird,500,201,283,1
15463,2009_004409,0,aeroplane,452,1,271,84
15482,2010_001978,0,sofa,500,1,374,99
15491,2010_001950,0,aeroplane,446,58,230,77
15495,2008_005357,0,bird,382,41,247,84
15502,2009_000653,1,sofa,477,32,285,107
15526,2010_002295,0,aeroplane,500,80,296,89
15528,2012_001649,0,person,150,96,391,318
15533,2010_003014,0,sofa,228,1,387,209
15540,2010_001603,0,bird,472,97,468,2
15542,2011_006262,1,person,473,444,263,171
15552,2007_003169,1,sofa,249,2,211,64
15558,2011_002776,0,bird,369,154,373,161
15563,2009_002681,0,sofa,500,376,94,1
15564,2011_001257,0,aeroplane,439,357,77,47
15565,2011_001257,1,aeroplane,474,285,314,244
15566,2011_001257,2,aeroplane,244,23,318,238
15567,2011_000149,0,bird,306,53,500,49
15570,2009_000096,0,sofa,169,1,319,145
15571,2009_000096,1,sofa,448,255,221,138
15573,2010_003028,1,bird,40,6,138,103
15574,2010_003028,2,bird,89,65,112,76
15579,2010_002450,0,bird,309,270,231,134
